SKU code,Product name,Product description,Product Category,Product Subcategory,Quantity on hand,Reorder Quantity,Unit price,Product rating
BPHC-E1I1P0BQ,PureGlow Hair Care Hydra,"PureGlow Hair Care with Cruelty?free, For oily skin, Niacinamide. Priced competitively at $215.00.",Beauty & Personal Care,Hair Care,394,22,215,3.1
F-T-ERKMBY9I,Seraphine Tops Signature,"Seraphine Tops with 100% cotton, Regular fit, Hand wash cold. Priced competitively at $113.99.",Fashion - Women,Tops,222,51,113.99,4
BF-YF1IRYM8,Maple Press Fiction Vol.1,"Maple Press Fiction with Paperback, 289 pages, English language. Priced competitively at $20.90.",Books,Fiction,388,90,20.9,4.5
AIA-AN0JBZUT,CleanRide Interior Accessories Ultimate,"CleanRide Interior Accessories with Heavy?duty steel, Universal fit, Quick?dry. Priced competitively at $68.00.",Automotive,Interior Accessories,250,34,68,4.3
F-B-FTQ3TQ1S,Seraphine Bottoms Signature,"Seraphine Bottoms with Four?way stretch, Relaxed fit, Machine washable. Priced competitively at $171.00.",Fashion - Women,Bottoms,375,33,171,4.6
F-H-Y1FKOLDX,Velvete Handbags Signature,"Velvete Handbags with Breathable fabric, Regular fit, Machine washable. Priced competitively at $61.95.",Fashion - Women,Handbags,22,116,61.95,3.8
SOFE-XNRWVBHZ,TrailForge Fitness Equipment X,"TrailForge Fitness Equipment with Lightweight frame, Weather?resistant, Competition size. Priced competitively at $499.99.",Sports & Outdoors,Fitness Equipment,6,36,499.99,3.7
ET-CWT04CHS,"MobiCore Pad 13""","MobiCore Tablets with 182GB storage, 12GB RAM, NFC support. Priced competitively at $838.95.",Electronics,Tablets,51,102,838.95,3.4
PSC-ODWMQX5G,Nibble&Nest Cat Care,"Nibble&Nest Cat with Vet?recommended, For large breeds, Low?odor. Priced competitively at $142.90.",Pet Supplies,Cat,92,80,142.9,3.9
AEA-1P0VUH17,TorquePro Exterior Accessories Shield,"TorquePro Exterior Accessories with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $348.00.",Automotive,Exterior Accessories,130,56,348,4.4
ES-KH4A3YJT,NovaPulse S7 Pro,"NovaPulse Smartphones with 83GB storage, 11GB RAM, USB?C. Priced competitively at $1673.99.",Electronics,Smartphones,284,83,1673.99,4.4
F-F-3DO7002G,Stone&Co Footwear Premium,"Stone&Co Footwear with 100% cotton, Relaxed fit, Dry clean recommended. Priced competitively at $345.90.",Fashion - Men,Footwear,422,98,345.9,4.1
F-T-7M5P7E10,UrbanCut Tops Classic,"UrbanCut Tops with Water?resistant, Regular fit, Hand wash cold. Priced competitively at $102.95.",Fashion - Men,Tops,434,87,102.95,4.7
PSD-ZFY981UD,AquaScape Dog Care,"AquaScape Dog with Grain?free, Suitable for all breeds, No artificial colours. Priced competitively at $69.90.",Pet Supplies,Dog,221,47,69.9,4
F-D-JOPZ1RHO,Seraphine Dresses Active,"Seraphine Dresses with Breathable fabric, Regular fit, Machine washable. Priced competitively at $201.99.",Fashion - Women,Dresses,292,35,201.99,2.9
F-A-ONGMX1GM,UrbanCut Accessories Weekend,"UrbanCut Accessories with Water?resistant, Relaxed fit, Machine washable. Priced competitively at $49.99.",Fashion - Men,Accessories,420,112,49.99,3.7
ACC-F0D0IWF3,RoadSure Car Care Essential,"RoadSure Car Care with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $179.90.",Automotive,Car Care,147,11,179.9,3.8
ET-R0FZAUXB,"Voltiva Pad 12""","Voltiva Tablets with 209GB storage, 7GB RAM, USB?C. Priced competitively at $407.90.",Electronics,Tablets,87,17,407.9,4.8
GGB-A5XIN9DL,MorningMills Beverages Organic,"MorningMills Beverages with Gluten?free, Keto friendly, Locally sourced. Priced competitively at $4.00.",Groceries & Gourmet,Beverages,443,86,4,3.9
EC-AYMK99JC,Zenbyte Z55 Mirrorless,"Zenbyte Cameras with 481GB storage, 4GB RAM, USB?C. Priced competitively at $2287.00.",Electronics,Cameras,131,59,2287,4.1
F-F-8WWIIF86,Opal&Oak Footwear Signature,"Opal&Oak Footwear with Breathable fabric, Relaxed fit, Dry clean recommended. Priced competitively at $295.99.",Fashion - Women,Footwear,168,67,295.99,3.9
GGS-P61XUFCT,VitaBurst Snacks Family Pack,"VitaBurst Snacks with Low sugar, Vegan friendly, Locally sourced. Priced competitively at $32.00.",Groceries & Gourmet,Snacks,368,25,32,4.1
HS-P767J2DG,PureAid Supplements Daily,"PureAid Supplements with Clinically tested, Once?daily usage, Latex?free. Priced competitively at $140.95.",Health,Supplements,390,88,140.95,3.8
SOC&-E4QXGNRF,TrailForge Camping & Hiking Lite,"TrailForge Camping & Hiking with Shock?absorbing, Indoor & outdoor use, Pro grade. Priced competitively at $481.00.",Sports & Outdoors,Camping & Hiking,115,14,481,3.8
TGBG-G8PWY55P,GearBlocks Board Games Starter,"GearBlocks Board Games with Ages 12+, Family game night, No batteries required. Priced competitively at $137.90.",Toys & Games,Board Games,397,15,137.9,3.6
BT-Q55IT9BN,Sunrise House Textbooks Vol.2,"Sunrise House Textbooks with Paperback, 374 pages, English language. Priced competitively at $113.99.",Books,Textbooks,391,90,113.99,3.7
AT&-PWBSF3Q0,CleanRide Tools & Equipment Ultimate,"CleanRide Tools & Equipment with Heavy?duty steel, Low?odor, Meets OEM specs. Priced competitively at $680.00.",Automotive,Tools & Equipment,57,33,680,4.4
TGST-VZHQJY62,GearBlocks STEM Toys Advanced,"GearBlocks STEM Toys with Ages 8+, STEM learning, Includes instructions. Priced competitively at $76.99.",Toys & Games,STEM Toys,367,103,76.99,3.3
HFA-09WFTBGM,CarePlus First Aid Care,"CarePlus First Aid with GMP certified, Once?daily usage, Latex?free. Priced competitively at $45.99.",Health,First Aid,446,94,45.99,4.4
EM-EEHWJQ4T,"Zenbyte Edge 26""","Zenbyte Monitors with 316GB storage, 7GB RAM, Wi?Fi 6. Priced competitively at $431.95.",Electronics,Monitors,2,87,431.95,4
TGST-KW3HGBMF,GearBlocks STEM Toys Family,"GearBlocks STEM Toys with Ages 36, STEM learning, Includes instructions. Priced competitively at $22.99.",Toys & Games,STEM Toys,16,95,22.99,3.7
HKS&-VYV2GQU7,SwiftClean Storage & Organization Essential,"SwiftClean Storage & Organization with Stainless steel, Compact design, Easy to clean. Priced competitively at $197.90.",Home & Kitchen,Storage & Organization,47,108,197.9,3.9
TGBS-EZJSSZWD,BrainSpark Building Sets Advanced,"BrainSpark Building Sets with Ages 12+, Solo or group play, Batteries included. Priced competitively at $209.99.",Toys & Games,Building Sets,373,90,209.99,4
HPC-UW7WR0R3,Healio Personal Care Advanced,"Healio Personal Care with GMP certified, Portable design, Child?safe cap. Priced competitively at $34.00.",Health,Personal Care,452,88,34,4.2
SOFE-29OMUWAH,TrailForge Fitness Equipment Elite,"TrailForge Fitness Equipment with Anti?slip grip, Indoor & outdoor use, Beginner friendly. Priced competitively at $98.95.",Sports & Outdoors,Fitness Equipment,144,42,98.95,4.3
GGPS-LMY62XRW,Snackify Pantry Staples Family Pack,"Snackify Pantry Staples with High fibre, Vegan friendly, Imported. Priced competitively at $21.99.",Groceries & Gourmet,Pantry Staples,456,120,21.99,3.9
HS-TAUL62CF,CarePlus Supplements Daily,"CarePlus Supplements with Clinically tested, Once?daily usage, Latex?free. Priced competitively at $157.00.",Health,Supplements,430,13,157,4
BC&-JD5N3KSG,InkWave Comics & Manga Series,"InkWave Comics & Manga with Paperback, 386 pages, English language. Priced competitively at $11.99.",Books,Comics & Manga,191,110,11.99,4.5
AO&-G70S1F53,SteelLine Oils & Fluids Ultimate,"SteelLine Oils & Fluids with Heavy?duty steel, Universal fit, 12?month warranty. Priced competitively at $7.95.",Automotive,Oils & Fluids,480,76,7.95,4.1
TGP-5L6D10A1,PlaySmith Puzzles Family,"PlaySmith Puzzles with Ages 36, STEM learning, Includes instructions. Priced competitively at $12.00.",Toys & Games,Puzzles,327,36,12,4
F-F-FJAWSHML,UrbanCut Footwear Premium,"UrbanCut Footwear with Breathable fabric, Regular fit, Hand wash cold. Priced competitively at $187.95.",Fashion - Men,Footwear,72,100,187.95,4.4
BC-6BNDOZ6W,BlueCedar Children Vol.1,"BlueCedar Children with Hardcover, 544 pages, English language. Priced competitively at $21.99.",Books,Children,353,99,21.99,3.7
F-O-E37QQYZQ,Opal&Oak Outerwear Signature,"Opal&Oak Outerwear with Four?way stretch, Slim fit, Hand wash cold. Priced competitively at $116.99.",Fashion - Women,Outerwear,118,38,116.99,4.7
BPM-BRMQG1VE,PureGlow Makeup Glow,"PureGlow Makeup with Dermatologist?tested, For dry skin, Vitamin C. Priced competitively at $146.00.",Beauty & Personal Care,Makeup,52,61,146,4.9
F-O-IFRCHYP9,Stone&Co Outerwear Signature,"Stone&Co Outerwear with Breathable fabric, Relaxed fit, Dry clean recommended. Priced competitively at $204.95.",Fashion - Men,Outerwear,290,110,204.95,3.9
HKV&-VLDQLOVY,CasaPure Vacuum & Cleaning Plus,"CasaPure Vacuum & Cleaning with BPA?free, Compact design, Easy to clean. Priced competitively at $731.95.",Home & Kitchen,Vacuum & Cleaning,305,108,731.95,4.7
GGB-1XQKWQH5,VitaBurst Beverages Organic,"VitaBurst Beverages with Gluten?free, Keto friendly, Imported. Priced competitively at $4.90.",Groceries & Gourmet,Beverages,153,82,4.9,4.4
HKHD-C68AU9DK,ChefMate Home Decor Essential,"ChefMate Home Decor with BPA?free, Energy?efficient, Heat?resistant up to 230°C. Priced competitively at $10.95.",Home & Kitchen,Home Decor,15,40,10.95,3.6
TGAF-TXRGN74F,FunFoundry Action Figures Advanced,"FunFoundry Action Figures with Ages 12+, STEM learning, Includes instructions. Priced competitively at $97.95.",Toys & Games,Action Figures,446,95,97.95,4.2
HFA-XOQ2VPGS,VitalEdge First Aid Max,"VitalEdge First Aid with CE?marked, Easy?read display, Child?safe cap. Priced competitively at $47.90.",Health,First Aid,282,114,47.9,4.2
SOC&-4ISOTN9U,SummitGear Camping & Hiking Lite,"SummitGear Camping & Hiking with Lightweight frame, Indoor & outdoor use, Competition size. Priced competitively at $255.99.",Sports & Outdoors,Camping & Hiking,360,57,255.99,4.5
HPC-DR08CW2L,CarePlus Personal Care Advanced,"CarePlus Personal Care with Clinically tested, Once?daily usage, Child?safe cap. Priced competitively at $38.99.",Health,Personal Care,27,53,38.99,4.5
AO&-82KB700U,CleanRide Oils & Fluids Essential,"CleanRide Oils & Fluids with All?season formula, Low?odor, 12?month warranty. Priced competitively at $131.00.",Automotive,Oils & Fluids,31,90,131,4
HS-C2JWJJ0V,MediSure Supplements Advanced,"MediSure Supplements with Clinically tested, Once?daily usage, Latex?free. Priced competitively at $43.99.",Health,Supplements,465,85,43.99,4.2
AEA-GSB98V34,RoadSure Exterior Accessories Shield,"RoadSure Exterior Accessories with Microfiber material, Low?odor, Quick?dry. Priced competitively at $301.00.",Automotive,Exterior Accessories,385,62,301,4.2
BPHC-J3BQRR87,Lumina Hair Care Calm,"Lumina Hair Care with Cruelty?free, For oily skin, Niacinamide. Priced competitively at $121.00.",Beauty & Personal Care,Hair Care,119,58,121,3.9
BPGT-NLT8DTM4,Velour Grooming Tools Glow,"Velour Grooming Tools with Sulfate?free, For all skin types, Niacinamide. Priced competitively at $208.99.",Beauty & Personal Care,Grooming Tools,312,93,208.99,4.4
GGHF-SY9LAACO,VitaBurst Health Foods Family Pack,"VitaBurst Health Foods with Gluten?free, Vegan friendly, Locally sourced. Priced competitively at $31.90.",Groceries & Gourmet,Health Foods,268,23,31.9,3.9
HPC-D7X48WZE,VitalEdge Personal Care Advanced,"VitalEdge Personal Care with Clinically tested, Portable design, Includes carrying case. Priced competitively at $19.99.",Health,Personal Care,438,87,19.99,4.6
HKV&-7W7JP61L,Homely Vacuum & Cleaning,"Homely Vacuum & Cleaning with Dishwasher?safe, Compact design, Includes user guide. Priced competitively at $131.00.",Home & Kitchen,Vacuum & Cleaning,82,109,131,4.6
TGST-GC9HOXDT,BrainSpark STEM Toys Creative,"BrainSpark STEM Toys with Ages 36, Solo or group play, No batteries required. Priced competitively at $78.99.",Toys & Games,STEM Toys,220,37,78.99,4.1
HKC-6FX7XJZ6,Homely Cookware Set,"Homely Cookware with BPA?free, Compact design, Easy to clean. Priced competitively at $35.00.",Home & Kitchen,Cookware,294,10,35,4.1
TGBS-ET9MKB9X,FunFoundry Building Sets Advanced,"FunFoundry Building Sets with Ages 36, Family game night, Batteries included. Priced competitively at $137.99.",Toys & Games,Building Sets,187,78,137.99,4.4
SOC&-Z6WMDW0F,AeroStride Camping & Hiking Core,"AeroStride Camping & Hiking with Sweat?wicking, Weather?resistant, Pro grade. Priced competitively at $361.95.",Sports & Outdoors,Camping & Hiking,98,13,361.95,3.9
HKHD-8AMMZOHX,BrightNest Home Decor Deluxe,"BrightNest Home Decor with Non?stick, Energy?efficient, Heat?resistant up to 230°C. Priced competitively at $170.95.",Home & Kitchen,Home Decor,267,68,170.95,5
SOFE-Q7BZEGBL,FlexiFit Fitness Equipment Pro,"FlexiFit Fitness Equipment with Shock?absorbing, Foldable for storage, Beginner friendly. Priced competitively at $40.90.",Sports & Outdoors,Fitness Equipment,406,22,40.9,3.9
BF-CHM40OEY,Maple Press Fiction Edition,"Maple Press Fiction with Paperback, 226 pages, English language. Priced competitively at $39.99.",Books,Fiction,279,27,39.99,3.8
BPM-GNFIUE2W,AquaDerm Makeup Glow,"AquaDerm Makeup with Paraben?free, For all skin types, Argan oil. Priced competitively at $11.00.",Beauty & Personal Care,Makeup,192,109,11,5
HKC-VKY2REFJ,SwiftClean Cookware,"SwiftClean Cookware with Dishwasher?safe, Energy?efficient, Includes user guide. Priced competitively at $20.99.",Home & Kitchen,Cookware,230,62,20.99,4.2
HFA-PUG99W59,Healio First Aid Daily,"Healio First Aid with CE?marked, Portable design, Latex?free. Priced competitively at $43.99.",Health,First Aid,259,38,43.99,4.4
SOC-RF7BNHJW,AeroStride Cycling Lite,"AeroStride Cycling with Lightweight frame, Foldable for storage, Beginner friendly. Priced competitively at $54.99.",Sports & Outdoors,Cycling,455,107,54.99,4
BPS-ZVLHYL2L,Lumina Skincare Repair,"Lumina Skincare with Cruelty?free, For sensitive skin, Argan oil. Priced competitively at $121.99.",Beauty & Personal Care,Skincare,50,40,121.99,4.3
SOFE-F7QNEZW9,TrailForge Fitness Equipment Lite,"TrailForge Fitness Equipment with Lightweight frame, Weather?resistant, Beginner friendly. Priced competitively at $480.95.",Sports & Outdoors,Fitness Equipment,103,52,480.95,4.6
HKS&-5V2WWG84,Nordica Storage & Organization Pro,"Nordica Storage & Organization with BPA?free, Ergonomic handle, Heat?resistant up to 230°C. Priced competitively at $78.90.",Home & Kitchen,Storage & Organization,44,62,78.9,4.6
AT&-LU6VFUA9,RoadSure Tools & Equipment Ultimate,"RoadSure Tools & Equipment with Microfiber material, Low?odor, 12?month warranty. Priced competitively at $165.95.",Automotive,Tools & Equipment,20,70,165.95,4.2
ACC-1YOHMI9A,AutoZen Car Care Care,"AutoZen Car Care with All?season formula, Low?odor, 12?month warranty. Priced competitively at $73.90.",Automotive,Car Care,342,49,73.9,3.7
BT-G5WZAWNY,NorthStar Textbooks Vol.3,"NorthStar Textbooks with Paperback, 262 pages, English language. Priced competitively at $22.95.",Books,Textbooks,271,14,22.95,4
F-H-NQBNXZU1,Asteria Handbags Classic,"Asteria Handbags with Breathable fabric, Relaxed fit, Machine washable. Priced competitively at $912.00.",Fashion - Women,Handbags,70,52,912,4.8
GGB-MJYJCMRS,Snackify Breakfast Value,"Snackify Breakfast with High fibre, Vegan friendly, Imported. Priced competitively at $27.90.",Groceries & Gourmet,Breakfast,62,70,27.9,4
GGB-OG8CFEFF,GoodGrain Beverages Organic,"GoodGrain Beverages with No artificial flavours, Vegan friendly, Imported. Priced competitively at $8.95.",Groceries & Gourmet,Beverages,104,76,8.95,3.6
GGHF-PXKC5I8X,MorningMills Health Foods Premium,"MorningMills Health Foods with High fibre, Vegan friendly, Imported. Priced competitively at $90.95.",Groceries & Gourmet,Health Foods,210,84,90.95,3.9
AEA-INK4FK8W,RoadSure Exterior Accessories Essential,"RoadSure Exterior Accessories with Heavy?duty steel, Compact storage case, Meets OEM specs. Priced competitively at $191.00.",Automotive,Exterior Accessories,82,101,191,4.7
BPHC-UPNHZX9F,Lumina Hair Care Matte,"Lumina Hair Care with Dermatologist?tested, For all skin types, Argan oil. Priced competitively at $28.99.",Beauty & Personal Care,Hair Care,229,79,28.99,4.7
AIA-8TSXK681,RoadSure Interior Accessories Pro,"RoadSure Interior Accessories with All?season formula, Low?odor, Quick?dry. Priced competitively at $278.00.",Automotive,Interior Accessories,293,95,278,4.1
AEA-YEAWHMLV,AutoZen Exterior Accessories Ultimate,"AutoZen Exterior Accessories with Microfiber material, Universal fit, Meets OEM specs. Priced competitively at $245.95.",Automotive,Exterior Accessories,99,84,245.95,3.5
HKHD-HLV76MF4,BrightNest Home Decor Deluxe,"BrightNest Home Decor with Stainless steel, Ergonomic handle, Easy to clean. Priced competitively at $242.99.",Home & Kitchen,Home Decor,189,59,242.99,4.1
F-B-H50OPF06,Seraphine Bottoms Classic,"Seraphine Bottoms with 100% cotton, Regular fit, Machine washable. Priced competitively at $68.95.",Fashion - Women,Bottoms,373,63,68.95,4.5
F-A-1DO6OUZ1,UrbanCut Accessories Signature,"UrbanCut Accessories with Breathable fabric, Slim fit, Hand wash cold. Priced competitively at $196.00.",Fashion - Men,Accessories,70,35,196,4.6
PSSP-R0I2FKXW,Nibble&Nest Small Pets Natural,"Nibble&Nest Small Pets with Vet?recommended, For small breeds, Low?odor. Priced competitively at $9.00.",Pet Supplies,Small Pets,63,93,9,4
GGS-VNRPJY93,RiverLeaf Snacks Organic,"RiverLeaf Snacks with No artificial flavours, Vegan friendly, Locally sourced. Priced competitively at $3.00.",Groceries & Gourmet,Snacks,191,75,3,3.9
BF-BNW8BKXC,BlueCedar Fiction Edition,"BlueCedar Fiction with Paperback, 510 pages, English language. Priced competitively at $11.95.",Books,Fiction,99,108,11.95,3.7
GGPS-U3ASNRM6,GoodGrain Pantry Staples,"GoodGrain Pantry Staples with Low sugar, Keto friendly, Locally sourced. Priced competitively at $16.00.",Groceries & Gourmet,Pantry Staples,52,37,16,3.7
SOY&-6EEAMYFP,FlexiFit Yoga & Wellness Lite,"FlexiFit Yoga & Wellness with Anti?slip grip, Indoor & outdoor use, Competition size. Priced competitively at $156.99.",Sports & Outdoors,Yoga & Wellness,305,76,156.99,4.2
HKSA-LH9P1EAR,SwiftClean Small Appliances Pro,"SwiftClean Small Appliances with Non?stick, Ergonomic handle, Includes user guide. Priced competitively at $88.90.",Home & Kitchen,Small Appliances,220,15,88.9,3.8
GGHF-BKADEVVH,GoodGrain Health Foods Value,"GoodGrain Health Foods with High fibre, Keto friendly, Imported. Priced competitively at $51.95.",Groceries & Gourmet,Health Foods,343,54,51.95,4.4
F-T-C31TZ8G1,Seraphine Tops Signature,"Seraphine Tops with 100% cotton, Regular fit, Dry clean recommended. Priced competitively at $164.90.",Fashion - Women,Tops,2,102,164.9,4.2
HFA-GMNHIE9E,PureAid First Aid Plus,"PureAid First Aid with Clinically tested, Easy?read display, Latex?free. Priced competitively at $24.90.",Health,First Aid,56,76,24.9,4.6
HS-KVL9PTK4,VitalEdge Supplements Care,"VitalEdge Supplements with GMP certified, Easy?read display, Latex?free. Priced competitively at $13.95.",Health,Supplements,96,119,13.95,4.7
F-T-PXDFOVD7,Asteria Tops Active,"Asteria Tops with Four?way stretch, Regular fit, Dry clean recommended. Priced competitively at $10.95.",Fashion - Women,Tops,500,31,10.95,5
TGBS-11V127MY,FunFoundry Building Sets Creative,"FunFoundry Building Sets with Ages 36, Solo or group play, No batteries required. Priced competitively at $53.95.",Toys & Games,Building Sets,486,61,53.95,4.6
BPF-I7B03RAG,PureGlow Fragrances Glow,"PureGlow Fragrances with Dermatologist?tested, For all skin types, Argan oil. Priced competitively at $44.00.",Beauty & Personal Care,Fragrances,309,96,44,4
AIA-JM4T8BP6,CleanRide Interior Accessories Care,"CleanRide Interior Accessories with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $62.95.",Automotive,Interior Accessories,196,67,62.95,4.5
ACC-PLO1URTT,RoadSure Car Care Shield,"RoadSure Car Care with All?season formula, Compact storage case, 12?month warranty. Priced competitively at $8.00.",Automotive,Car Care,240,70,8,4
AO&-CVEN3V1W,TorquePro Oils & Fluids Essential,"TorquePro Oils & Fluids with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $143.00.",Automotive,Oils & Fluids,194,22,143,4.1
TGAF-XV6CKMAL,GearBlocks Action Figures Explorer,"GearBlocks Action Figures with Ages 36, Family game night, Includes instructions. Priced competitively at $9.90.",Toys & Games,Action Figures,235,94,9.9,4.5
HFA-OU3DYMS1,PureAid First Aid Advanced,"PureAid First Aid with Clinically tested, Easy?read display, Child?safe cap. Priced competitively at $41.00.",Health,First Aid,173,31,41,3.8
TGBG-KB9OI0D4,KidLabs Board Games Explorer,"KidLabs Board Games with Ages 12+, Family game night, No batteries required. Priced competitively at $86.99.",Toys & Games,Board Games,48,85,86.99,4.1
SOC-PTHOWQ1G,SummitGear Cycling Core,"SummitGear Cycling with Sweat?wicking, Foldable for storage, Pro grade. Priced competitively at $1100.00.",Sports & Outdoors,Cycling,9,90,1100,4.3
SOTS-SNFFYKPL,SummitGear Team Sports Pro,"SummitGear Team Sports with Anti?slip grip, Weather?resistant, Competition size. Priced competitively at $94.95.",Sports & Outdoors,Team Sports,425,18,94.95,3.7
BPM-EGI3QUPX,PureGlow Makeup Repair,"PureGlow Makeup with Paraben?free, For dry skin, Hyaluronic acid. Priced competitively at $122.90.",Beauty & Personal Care,Makeup,18,35,122.9,3.6
ES-8RA4DV56,Cresta Watch X 2,"Cresta Smartwatches with 267GB storage, 15GB RAM, Wi?Fi 6. Priced competitively at $694.00.",Electronics,Smartwatches,208,56,694,3.8
BT-V1L30307,NorthStar Textbooks Edition,"NorthStar Textbooks with Paperback, 359 pages, English language. Priced competitively at $184.00.",Books,Textbooks,111,28,184,3.5
F-A-N8LPY857,AxisWear Accessories Signature,"AxisWear Accessories with 100% cotton, Relaxed fit, Dry clean recommended. Priced competitively at $64.99.",Fashion - Men,Accessories,185,70,64.99,4
ES-6YTIPA87,Zenbyte Z7 Max,"Zenbyte Smartphones with 218GB storage, 5GB RAM, Wi?Fi 6. Priced competitively at $1242.90.",Electronics,Smartphones,469,42,1242.9,3.5
BPF-537QO4Z5,Lumina Fragrances Matte,"Lumina Fragrances with Dermatologist?tested, For dry skin, Argan oil. Priced competitively at $228.95.",Beauty & Personal Care,Fragrances,419,22,228.95,4.5
BT-W2EOWLCF,Maple Press Textbooks Edition,"Maple Press Textbooks with Paperback, 600 pages, English language. Priced competitively at $142.95.",Books,Textbooks,264,101,142.95,3.6
AT&-Y32HOG58,TorquePro Tools & Equipment Ultimate,"TorquePro Tools & Equipment with Heavy?duty steel, Low?odor, Quick?dry. Priced competitively at $669.90.",Automotive,Tools & Equipment,452,83,669.9,4.4
GGS-ZGOPJDN8,Snackify Snacks Value,"Snackify Snacks with Gluten?free, Vegan friendly, Imported. Priced competitively at $35.95.",Groceries & Gourmet,Snacks,60,11,35.95,5
HKSA-0NPHH30G,Nordica Small Appliances Essential,"Nordica Small Appliances with Stainless steel, Ergonomic handle, Heat?resistant up to 230°C. Priced competitively at $521.90.",Home & Kitchen,Small Appliances,92,62,521.9,4.2
AIA-Q59OHNPV,AutoZen Interior Accessories Pro,"AutoZen Interior Accessories with Heavy?duty steel, Universal fit, Meets OEM specs. Priced competitively at $82.95.",Automotive,Interior Accessories,37,22,82.95,4.1
F-T-8V0BJWKO,Seraphine Tops Weekend,"Seraphine Tops with Breathable fabric, Slim fit, Machine washable. Priced competitively at $81.00.",Fashion - Women,Tops,189,26,81,4.7
PSSP-LTFEBE54,WhiskerWorks Small Pets Complete,"WhiskerWorks Small Pets with Grain?free, For small breeds, High?protein. Priced competitively at $181.95.",Pet Supplies,Small Pets,382,56,181.95,4.1
BC-1F4X2BFI,BlueCedar Children Vol.6,"BlueCedar Children with Hardcover, 298 pages, English language. Priced competitively at $20.95.",Books,Children,18,70,20.95,4.2
EP-45ED5GGS,HeliosTech Laser 2100,"HeliosTech Printers with 403GB storage, 13GB RAM, Wi?Fi 6. Priced competitively at $203.95.",Electronics,Printers,139,82,203.95,4.8
