SKU code,Product name,Product description,Product Category,Product Subcategory,Quantity on hand,Reorder Quantity,Unit price,Product rating
BN-5AYYOV84,BlueCedar Non?Fiction Series,"BlueCedar Non?Fiction with Hardcover, 644 pages, English language. Priced competitively at $32.99.",Books,Non?Fiction,78,13,32.99,4.9
F-O-WQ8962E5,UrbanCut Outerwear Weekend,"UrbanCut Outerwear with Four?way stretch, Slim fit, Machine washable. Priced competitively at $303.00.",Fashion - Men,Outerwear,410,92,303,4.6
HS-JI1OAHNO,VitalEdge Supplements Care,"VitalEdge Supplements with CE?marked, Easy?read display, Child?safe cap. Priced competitively at $92.95.",Health,Supplements,331,106,92.95,4.4
HPC-3SR5RUP1,Healio Personal Care Plus,"Healio Personal Care with Clinically tested, Once?daily usage, Child?safe cap. Priced competitively at $87.90.",Health,Personal Care,415,57,87.9,4.1
GGB-XZ7SXDQC,RiverLeaf Breakfast Family Pack,"RiverLeaf Breakfast with High fibre, Suitable for vegetarians, Imported. Priced competitively at $4.00.",Groceries & Gourmet,Breakfast,410,71,4,3.8
F-O-DPDXUJJC,UrbanCut Outerwear Signature,"UrbanCut Outerwear with 100% cotton, Relaxed fit, Dry clean recommended. Priced competitively at $42.99.",Fashion - Men,Outerwear,257,12,42.99,5
AIA-OZL01Q3M,AutoZen Interior Accessories Pro,"AutoZen Interior Accessories with Heavy?duty steel, Low?odor, 12?month warranty. Priced competitively at $217.95.",Automotive,Interior Accessories,470,113,217.95,4.3
GGB-EGRY58VR,GoodGrain Beverages Premium,"GoodGrain Beverages with High fibre, Keto friendly, Imported. Priced competitively at $18.99.",Groceries & Gourmet,Beverages,316,114,18.99,4.4
F-T-3ZGARFI4,Stone&Co Tops Classic,"Stone&Co Tops with Water?resistant, Regular fit, Hand wash cold. Priced competitively at $20.99.",Fashion - Men,Tops,439,111,20.99,4
TGBS-Q4VHU4BA,FunFoundry Building Sets Advanced,"FunFoundry Building Sets with Ages 12+, Family game night, No batteries required. Priced competitively at $28.90.",Toys & Games,Building Sets,322,118,28.9,4.2
AO&-OS0765IC,AutoZen Oils & Fluids Shield,"AutoZen Oils & Fluids with Microfiber material, Low?odor, 12?month warranty. Priced competitively at $78.00.",Automotive,Oils & Fluids,9,64,78,3.7
ACC-AKGMIH6M,CleanRide Car Care Shield,"CleanRide Car Care with Heavy?duty steel, Low?odor, 12?month warranty. Priced competitively at $81.00.",Automotive,Car Care,308,119,81,4
BPM-XMR8FHYD,PureGlow Makeup Calm,"PureGlow Makeup with Cruelty?free, For all skin types, Argan oil. Priced competitively at $130.95.",Beauty & Personal Care,Makeup,247,26,130.95,4.3
AEA-5MF36BCP,AutoZen Exterior Accessories Essential,"AutoZen Exterior Accessories with All?season formula, Low?odor, Meets OEM specs. Priced competitively at $68.99.",Automotive,Exterior Accessories,316,39,68.99,4.4
AEA-JFYSYZ7P,AutoZen Exterior Accessories Care,"AutoZen Exterior Accessories with Heavy?duty steel, Low?odor, Meets OEM specs. Priced competitively at $396.00.",Automotive,Exterior Accessories,234,117,396,4.2
PSD-6FKPS0DX,PawJoy Dog Grain?Free,"PawJoy Dog with Vet?recommended, Suitable for all breeds, No artificial colours. Priced competitively at $122.90.",Pet Supplies,Dog,171,114,122.9,3.1
AT&-MSDN1MXF,RoadSure Tools & Equipment Shield,"RoadSure Tools & Equipment with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $567.99.",Automotive,Tools & Equipment,385,77,567.99,3.9
AO&-FA37DL9F,AutoZen Oils & Fluids Shield,"AutoZen Oils & Fluids with All?season formula, Low?odor, Quick?dry. Priced competitively at $111.00.",Automotive,Oils & Fluids,31,60,111,4.3
BPGT-5Z5ZLM36,PureGlow Grooming Tools Glow,"PureGlow Grooming Tools with Paraben?free, For oily skin, Niacinamide. Priced competitively at $17.00.",Beauty & Personal Care,Grooming Tools,312,28,17,4.1
GGB-TOZ5STHS,GoodGrain Breakfast Organic,"GoodGrain Breakfast with High fibre, Keto friendly, Locally sourced. Priced competitively at $29.00.",Groceries & Gourmet,Breakfast,159,76,29,3.8
ES-9DCNWMBX,Voltiva P14 Lite,"Voltiva Smartphones with 296GB storage, 9GB RAM, Wi?Fi 6. Priced competitively at $1532.00.",Electronics,Smartphones,63,67,1532,4
F-F-0DSG2QFP,AxisWear Footwear Signature,"AxisWear Footwear with 100% cotton, Regular fit, Hand wash cold. Priced competitively at $243.90.",Fashion - Men,Footwear,210,20,243.9,4.8
BPF-SVSOJRPP,Velour Fragrances Calm,"Velour Fragrances with Paraben?free, For sensitive skin, Hyaluronic acid. Priced competitively at $74.99.",Beauty & Personal Care,Fragrances,476,72,74.99,4.2
AT&-R07N8VOE,RoadSure Tools & Equipment Shield,"RoadSure Tools & Equipment with All?season formula, Low?odor, Meets OEM specs. Priced competitively at $76.99.",Automotive,Tools & Equipment,292,47,76.99,3.8
HKB-R2FVB66H,Nordica Bedding Essential,"Nordica Bedding with Stainless steel, Ergonomic handle, Includes user guide. Priced competitively at $78.00.",Home & Kitchen,Bedding,419,104,78,4
TGST-RZV1SQQQ,BrainSpark STEM Toys Advanced,"BrainSpark STEM Toys with Ages 36, STEM learning, Batteries included. Priced competitively at $148.95.",Toys & Games,STEM Toys,443,103,148.95,4.2
GGHF-T860X5ZU,RiverLeaf Health Foods Value,"RiverLeaf Health Foods with No artificial flavours, Keto friendly, Locally sourced. Priced competitively at $33.90.",Groceries & Gourmet,Health Foods,407,108,33.9,4.1
SOY&-GR6E7GA2,SummitGear Yoga & Wellness X,"SummitGear Yoga & Wellness with Shock?absorbing, Indoor & outdoor use, Competition size. Priced competitively at $133.99.",Sports & Outdoors,Yoga & Wellness,125,116,133.99,3.7
BC-PO4LJEDG,NorthStar Children Collection,"NorthStar Children with Hardcover, 597 pages, English language. Priced competitively at $16.99.",Books,Children,73,33,16.99,4.2
BPS-ZKDF6J76,AquaDerm Skincare Hydra,"AquaDerm Skincare with Paraben?free, For sensitive skin, Argan oil. Priced competitively at $161.00.",Beauty & Personal Care,Skincare,26,35,161,4.4
PSA-LTCBW6AT,AquaScape Accessories Complete,"AquaScape Accessories with Natural ingredients, Suitable for all breeds, High?protein. Priced competitively at $46.99.",Pet Supplies,Accessories,300,96,46.99,4.7
BC&-2TP6QAQ3,BlueCedar Comics & Manga Edition,"BlueCedar Comics & Manga with Paperback, 180 pages, English language. Priced competitively at $21.90.",Books,Comics & Manga,148,93,21.9,4.6
AEA-VSB0UKOE,TorquePro Exterior Accessories Ultimate,"TorquePro Exterior Accessories with Microfiber material, Universal fit, Quick?dry. Priced competitively at $204.95.",Automotive,Exterior Accessories,71,102,204.95,3.9
PSA-JXLH8L6E,AquaScape Aquatic Comfort,"AquaScape Aquatic with Natural ingredients, For small breeds, No artificial colours. Priced competitively at $337.00.",Pet Supplies,Aquatic,472,10,337,4.1
EH-2XCB3YYM,MobiCore Quiet 200,"MobiCore Headphones with 154GB storage, 16GB RAM, Bluetooth 5.3. Priced competitively at $212.95.",Electronics,Headphones,416,58,212.95,4.4
F-T-YZG3W3H9,Asteria Tops Premium,"Asteria Tops with 100% cotton, Slim fit, Hand wash cold. Priced competitively at $76.90.",Fashion - Women,Tops,495,56,76.9,3.9
HMD-URTXUYUC,VitalEdge Medical Devices Daily,"VitalEdge Medical Devices with Clinically tested, Once?daily usage, Latex?free. Priced competitively at $20.95.",Health,Medical Devices,65,105,20.95,4.5
HPC-JUQ7X7B7,CarePlus Personal Care Advanced,"CarePlus Personal Care with CE?marked, Easy?read display, Includes carrying case. Priced competitively at $15.99.",Health,Personal Care,221,118,15.99,4.3
GGHF-5IKPQAHC,VitaBurst Health Foods Organic,"VitaBurst Health Foods with Gluten?free, Suitable for vegetarians, Locally sourced. Priced competitively at $38.00.",Groceries & Gourmet,Health Foods,292,113,38,4.8
SOC&-R3VWMJDI,TrailForge Camping & Hiking Pro,"TrailForge Camping & Hiking with Lightweight frame, Weather?resistant, Competition size. Priced competitively at $184.99.",Sports & Outdoors,Camping & Hiking,174,116,184.99,4.3
SOFE-UDCBL4CE,TrailForge Fitness Equipment Lite,"TrailForge Fitness Equipment with Shock?absorbing, Indoor & outdoor use, Beginner friendly. Priced competitively at $923.95.",Sports & Outdoors,Fitness Equipment,470,112,923.95,3.9
GGB-D1IVXAN2,RiverLeaf Beverages Premium,"RiverLeaf Beverages with No artificial flavours, Vegan friendly, Locally sourced. Priced competitively at $24.00.",Groceries & Gourmet,Beverages,450,89,24,4.3
AO&-AZV46ESM,AutoZen Oils & Fluids Pro,"AutoZen Oils & Fluids with All?season formula, Universal fit, Meets OEM specs. Priced competitively at $39.90.",Automotive,Oils & Fluids,246,102,39.9,4
BPM-51FLMNAV,Velour Makeup Strength,"Velour Makeup with Dermatologist?tested, For sensitive skin, Vitamin C. Priced competitively at $100.00.",Beauty & Personal Care,Makeup,347,28,100,4
TGAF-MYZ9VLU8,GearBlocks Action Figures Starter,"GearBlocks Action Figures with Ages 36, STEM learning, No batteries required. Priced competitively at $23.90.",Toys & Games,Action Figures,315,48,23.9,4
SOFE-HR133NO3,FlexiFit Fitness Equipment X,"FlexiFit Fitness Equipment with Lightweight frame, Indoor & outdoor use, Pro grade. Priced competitively at $714.90.",Sports & Outdoors,Fitness Equipment,3,56,714.9,4.3
ESH-W6M9HKHJ,HeliosTech LED Bulb,"HeliosTech Smart Home with 164GB storage, 4GB RAM, Wi?Fi 6. Priced competitively at $46.00.",Electronics,Smart Home,89,53,46,4.4
EH-QNNGS2WP,Zenbyte Beat X,"Zenbyte Headphones with 124GB storage, 6GB RAM, Wi?Fi 6. Priced competitively at $194.99.",Electronics,Headphones,364,18,194.99,4
PSSP-9IBWGT2L,Nibble&Nest Small Pets Comfort,"Nibble&Nest Small Pets with Natural ingredients, For large breeds, High?protein. Priced competitively at $124.00.",Pet Supplies,Small Pets,27,90,124,4.4
SOFE-N51NSGZS,AeroStride Fitness Equipment X,"AeroStride Fitness Equipment with Shock?absorbing, Weather?resistant, Pro grade. Priced competitively at $937.99.",Sports & Outdoors,Fitness Equipment,247,101,937.99,3.4
BC&-QIHPNF4J,BlueCedar Comics & Manga Edition,"BlueCedar Comics & Manga with Hardcover, 415 pages, English language. Priced competitively at $30.99.",Books,Comics & Manga,43,27,30.99,4.2
EP-PNRJAPJC,HeliosTech Laser 3200,"HeliosTech Printers with 214GB storage, 12GB RAM, Bluetooth 5.3. Priced competitively at $268.00.",Electronics,Printers,461,20,268,3.9
HKC-MYJ014GV,BrightNest Cookware Pro,"BrightNest Cookware with Stainless steel, Ergonomic handle, Easy to clean. Priced competitively at $35.99.",Home & Kitchen,Cookware,70,119,35.99,4.2
F-F-1AX985I0,AxisWear Footwear Signature,"AxisWear Footwear with Breathable fabric, Relaxed fit, Dry clean recommended. Priced competitively at $295.95.",Fashion - Men,Footwear,107,70,295.95,3.5
PSSP-LG1ZHQUN,AquaScape Small Pets Complete,"AquaScape Small Pets with Grain?free, For large breeds, High?protein. Priced competitively at $130.95.",Pet Supplies,Small Pets,295,26,130.95,4
F-T-LA27F8LW,Seraphine Tops Premium,"Seraphine Tops with Water?resistant, Slim fit, Machine washable. Priced competitively at $71.95.",Fashion - Women,Tops,308,87,71.95,4.8
TGBS-L8XKGYG3,FunFoundry Building Sets Starter,"FunFoundry Building Sets with Ages 36, Family game night, Includes instructions. Priced competitively at $135.90.",Toys & Games,Building Sets,308,72,135.9,4.5
SOC-NAL6O9EP,FlexiFit Cycling Pro,"FlexiFit Cycling with Shock?absorbing, Indoor & outdoor use, Beginner friendly. Priced competitively at $856.99.",Sports & Outdoors,Cycling,380,18,856.99,4.2
SOC-ULHZQH9Q,AeroStride Cycling X,"AeroStride Cycling with Anti?slip grip, Foldable for storage, Pro grade. Priced competitively at $493.95.",Sports & Outdoors,Cycling,422,61,493.95,4
AT&-M42O34OG,TorquePro Tools & Equipment Shield,"TorquePro Tools & Equipment with Microfiber material, Compact storage case, 12?month warranty. Priced competitively at $392.99.",Automotive,Tools & Equipment,316,103,392.99,4
GGS-I5JWK6Z0,RiverLeaf Snacks Organic,"RiverLeaf Snacks with No artificial flavours, Vegan friendly, Locally sourced. Priced competitively at $25.99.",Groceries & Gourmet,Snacks,111,73,25.99,3.6
HKHD-FHBAWYQM,Homely Home Decor Deluxe,"Homely Home Decor with Non?stick, Compact design, Includes user guide. Priced competitively at $212.00.",Home & Kitchen,Home Decor,204,119,212,4.6
ES-QCXZPQKF,Zenbyte Watch Pro 9,"Zenbyte Smartwatches with 127GB storage, 12GB RAM, NFC support. Priced competitively at $164.90.",Electronics,Smartwatches,429,12,164.9,4
GGB-GZ6TPBWS,RiverLeaf Beverages Value,"RiverLeaf Beverages with No artificial flavours, Vegan friendly, Imported. Priced competitively at $30.90.",Groceries & Gourmet,Beverages,339,101,30.9,4
ACC-7NIDP9MG,CleanRide Car Care Ultimate,"CleanRide Car Care with Heavy?duty steel, Universal fit, Quick?dry. Priced competitively at $103.99.",Automotive,Car Care,342,18,103.99,4.4
BPS-UGHT7EHM,Velour Skincare Matte,"Velour Skincare with Cruelty?free, For dry skin, Vitamin C. Priced competitively at $100.99.",Beauty & Personal Care,Skincare,88,11,100.99,5
TGBG-NCHKV9DT,BrainSpark Board Games Family,"BrainSpark Board Games with Ages 8+, Solo or group play, No batteries required. Priced competitively at $78.99.",Toys & Games,Board Games,472,118,78.99,3.9
GGB-W5L4RMVV,MorningMills Breakfast Family Pack,"MorningMills Breakfast with Low sugar, Keto friendly, Locally sourced. Priced competitively at $24.90.",Groceries & Gourmet,Breakfast,195,75,24.9,4.1
SOFE-01WCNKFH,PeakPro Fitness Equipment Elite,"PeakPro Fitness Equipment with Shock?absorbing, Foldable for storage, Pro grade. Priced competitively at $681.99.",Sports & Outdoors,Fitness Equipment,19,40,681.99,4.7
BPM-XKA4LIT6,HerbaCare Makeup Glow,"HerbaCare Makeup with Paraben?free, For oily skin, Niacinamide. Priced competitively at $48.99.",Beauty & Personal Care,Makeup,340,41,48.99,4
BPF-8B97EGT2,PureGlow Fragrances Hydra,"PureGlow Fragrances with Cruelty?free, For dry skin, Hyaluronic acid. Priced competitively at $227.99.",Beauty & Personal Care,Fragrances,104,40,227.99,3.8
HMD-KU8H5R8M,CarePlus Medical Devices Max,"CarePlus Medical Devices with CE?marked, Easy?read display, Child?safe cap. Priced competitively at $68.90.",Health,Medical Devices,193,31,68.9,4.2
PSA-1PC6KTTG,HappyPaws Accessories Complete,"HappyPaws Accessories with Natural ingredients, For large breeds, High?protein. Priced competitively at $101.90.",Pet Supplies,Accessories,194,69,101.9,4.1
HKB-6A50NOOO,ChefMate Bedding Pro,"ChefMate Bedding with BPA?free, Compact design, Easy to clean. Priced competitively at $40.95.",Home & Kitchen,Bedding,380,57,40.95,4.5
GGHF-7F1811MZ,GoodGrain Health Foods Premium,"GoodGrain Health Foods with Gluten?free, Vegan friendly, Locally sourced. Priced competitively at $7.99.",Groceries & Gourmet,Health Foods,325,98,7.99,4.1
SOTS-JQYJV84A,TrailForge Team Sports Elite,"TrailForge Team Sports with Shock?absorbing, Weather?resistant, Competition size. Priced competitively at $17.00.",Sports & Outdoors,Team Sports,394,21,17,4.3
BF-JK8XNLO5,NorthStar Fiction Vol.3,"NorthStar Fiction with Hardcover, 326 pages, English language. Priced competitively at $25.90.",Books,Fiction,372,21,25.9,4.6
HMD-93ACZSX0,Healio Medical Devices Plus,"Healio Medical Devices with CE?marked, Once?daily usage, Latex?free. Priced competitively at $274.95.",Health,Medical Devices,87,32,274.95,4.5
BPHC-3GCG1J6O,PureGlow Hair Care Strength,"PureGlow Hair Care with Dermatologist?tested, For dry skin, Vitamin C. Priced competitively at $98.99.",Beauty & Personal Care,Hair Care,320,89,98.99,4.6
TGBS-IR1AJ8X2,PlaySmith Building Sets Family,"PlaySmith Building Sets with Ages 8+, Solo or group play, Includes instructions. Priced competitively at $64.00.",Toys & Games,Building Sets,21,22,64,4.6
TGP-1VMYMLIN,FunFoundry Puzzles Advanced,"FunFoundry Puzzles with Ages 36, STEM learning, Includes instructions. Priced competitively at $45.00.",Toys & Games,Puzzles,204,58,45,3.4
AT&-ET81IQY5,AutoZen Tools & Equipment Care,"AutoZen Tools & Equipment with Heavy?duty steel, Universal fit, Meets OEM specs. Priced competitively at $525.90.",Automotive,Tools & Equipment,263,62,525.9,3.5
GGPS-YIR02M77,GoodGrain Pantry Staples Value,"GoodGrain Pantry Staples with Gluten?free, Vegan friendly, Locally sourced. Priced competitively at $3.00.",Groceries & Gourmet,Pantry Staples,243,94,3,4.7
HMD-2KYT5GQE,MediSure Medical Devices Care,"MediSure Medical Devices with GMP certified, Once?daily usage, Includes carrying case. Priced competitively at $253.99.",Health,Medical Devices,339,79,253.99,3.5
BPS-61HJR6EE,AquaDerm Skincare Matte,"AquaDerm Skincare with Sulfate?free, For sensitive skin, Vitamin C. Priced competitively at $26.99.",Beauty & Personal Care,Skincare,273,91,26.99,4.2
GGPS-3IEDD070,VitaBurst Pantry Staples Premium,"VitaBurst Pantry Staples with High fibre, Suitable for vegetarians, Imported. Priced competitively at $23.95.",Groceries & Gourmet,Pantry Staples,59,83,23.95,4
TGP-T49LNY2S,PlaySmith Puzzles Family,"PlaySmith Puzzles with Ages 12+, Family game night, No batteries required. Priced competitively at $68.00.",Toys & Games,Puzzles,308,85,68,4.3
BPM-FK043BLS,UrbanMan Makeup Glow,"UrbanMan Makeup with Sulfate?free, For oily skin, Hyaluronic acid. Priced competitively at $158.95.",Beauty & Personal Care,Makeup,352,25,158.95,4.6
AEA-FZ47I071,AutoZen Exterior Accessories Essential,"AutoZen Exterior Accessories with Heavy?duty steel, Universal fit, Meets OEM specs. Priced competitively at $252.95.",Automotive,Exterior Accessories,438,72,252.95,4.2
PSSP-OTKZH4OE,AquaScape Small Pets Comfort,"AquaScape Small Pets with Natural ingredients, Suitable for all breeds, Low?odor. Priced competitively at $51.95.",Pet Supplies,Small Pets,385,111,51.95,3.9
F-A-R6H2HXN4,AxisWear Accessories Weekend,"AxisWear Accessories with Water?resistant, Slim fit, Dry clean recommended. Priced competitively at $115.90.",Fashion - Men,Accessories,52,96,115.9,4.4
BPS-ESMPF0IE,AquaDerm Skincare Hydra,"AquaDerm Skincare with Sulfate?free, For sensitive skin, Argan oil. Priced competitively at $25.95.",Beauty & Personal Care,Skincare,203,72,25.95,3.4
HS-NECRYSAU,Healio Supplements Care,"Healio Supplements with Clinically tested, Once?daily usage, Child?safe cap. Priced competitively at $143.95.",Health,Supplements,293,71,143.95,4.1
AT&-C62G3AUT,AutoZen Tools & Equipment Essential,"AutoZen Tools & Equipment with Microfiber material, Universal fit, Quick?dry. Priced competitively at $178.90.",Automotive,Tools & Equipment,415,77,178.9,4.9
BT-5ZAQLBUX,BlueCedar Textbooks Edition,"BlueCedar Textbooks with Paperback, 307 pages, English language. Priced competitively at $137.99.",Books,Textbooks,44,81,137.99,4.2
F-F-AK8S2XQU,AxisWear Footwear Weekend,"AxisWear Footwear with Four?way stretch, Relaxed fit, Dry clean recommended. Priced competitively at $382.90.",Fashion - Men,Footwear,355,50,382.9,4.9
PSC-GK38VHME,WhiskerWorks Cat Complete,"WhiskerWorks Cat with Grain?free, For large breeds, No artificial colours. Priced competitively at $182.99.",Pet Supplies,Cat,318,64,182.99,4.5
TGST-TC09ZGNX,FunFoundry STEM Toys Explorer,"FunFoundry STEM Toys with Ages 12+, STEM learning, No batteries required. Priced competitively at $22.00.",Toys & Games,STEM Toys,420,75,22,4.3
BPM-8IJTYOLD,PureGlow Makeup Hydra,"PureGlow Makeup with Paraben?free, For dry skin, Vitamin C. Priced competitively at $197.95.",Beauty & Personal Care,Makeup,465,52,197.95,4.2
HKS&-2ES5V3DM,Homely Storage & Organization Set,"Homely Storage & Organization with Stainless steel, Energy?efficient, Easy to clean. Priced competitively at $194.90.",Home & Kitchen,Storage & Organization,292,120,194.9,4
BF-M08TV4RE,InkWave Fiction Edition,"InkWave Fiction with Paperback, 326 pages, English language. Priced competitively at $44.90.",Books,Fiction,4,97,44.9,4
BC-ZG92SJP7,BlueCedar Children Vol.10,"BlueCedar Children with Paperback, 492 pages, English language. Priced competitively at $6.00.",Books,Children,451,114,6,4.2
HKB-C08FC0TR,CasaPure Bedding,"CasaPure Bedding with Non?stick, Compact design, Easy to clean. Priced competitively at $105.00.",Home & Kitchen,Bedding,447,11,105,4.6
PSA-G3APTM9X,PawJoy Accessories Care,"PawJoy Accessories with Natural ingredients, For large breeds, Low?odor. Priced competitively at $94.95.",Pet Supplies,Accessories,471,115,94.95,4.1
EP-4S8PNNE6,Voltiva InkJet 3200,"Voltiva Printers with 124GB storage, 8GB RAM, USB?C. Priced competitively at $481.90.",Electronics,Printers,127,116,481.9,3.5
F-B-78S6764C,Stone&Co Bottoms Premium,"Stone&Co Bottoms with Water?resistant, Slim fit, Hand wash cold. Priced competitively at $15.95.",Fashion - Men,Bottoms,3,88,15.95,4
F-D-APHT6O6A,Opal&Oak Dresses Premium,"Opal&Oak Dresses with Four?way stretch, Slim fit, Hand wash cold. Priced competitively at $20.90.",Fashion - Women,Dresses,393,94,20.9,4.2
TGBG-XPF0A5ZD,PlaySmith Board Games Advanced,"PlaySmith Board Games with Ages 8+, Family game night, No batteries required. Priced competitively at $94.00.",Toys & Games,Board Games,145,15,94,4.7
HPC-89ERRYE1,MediSure Personal Care Care,"MediSure Personal Care with CE?marked, Once?daily usage, Includes carrying case. Priced competitively at $86.90.",Health,Personal Care,399,61,86.9,3.3
HKC-1IYM90PK,BrightNest Cookware Set,"BrightNest Cookware with BPA?free, Ergonomic handle, Heat?resistant up to 230°C. Priced competitively at $49.00.",Home & Kitchen,Cookware,248,20,49,4.2
BPGT-9I3HZ3ZS,Lumina Grooming Tools Matte,"Lumina Grooming Tools with Paraben?free, For sensitive skin, Vitamin C. Priced competitively at $38.00.",Beauty & Personal Care,Grooming Tools,92,34,38,4.7
BPF-AH5NSZ9H,AquaDerm Fragrances Glow,"AquaDerm Fragrances with Dermatologist?tested, For oily skin, Vitamin C. Priced competitively at $27.90.",Beauty & Personal Care,Fragrances,218,71,27.9,4.2
F-T-PLBBB0HQ,Mariner Tops Weekend,"Mariner Tops with Water?resistant, Slim fit, Hand wash cold. Priced competitively at $36.00.",Fashion - Men,Tops,465,87,36,4.4
F-T-L0N2TNXH,Cobalt Lane Tops Essential,"Cobalt Lane Tops with 100% cotton, Regular fit, Dry clean recommended. Priced competitively at $18.99.",Fashion - Men,Tops,196,21,18.99,4.4
HS-7CTM09HZ,MediSure Supplements Care,"MediSure Supplements with CE?marked, Portable design, Child?safe cap. Priced competitively at $9.90.",Health,Supplements,22,26,9.9,4.4
F-F-RS82GJ8K,Opal&Oak Footwear Classic,"Opal&Oak Footwear with 100% cotton, Relaxed fit, Machine washable. Priced competitively at $280.99.",Fashion - Women,Footwear,489,82,280.99,4.7
HFA-1N2OJGFH,MediSure First Aid Care,"MediSure First Aid with CE?marked, Portable design, Latex?free. Priced competitively at $33.99.",Health,First Aid,356,11,33.99,4.7
HPC-TGBIBF57,Healio Personal Care Daily,"Healio Personal Care with GMP certified, Portable design, Includes carrying case. Priced competitively at $23.90.",Health,Personal Care,138,111,23.9,3.7
SOY&-L85JE6K9,SummitGear Yoga & Wellness Core,"SummitGear Yoga & Wellness with Anti?slip grip, Indoor & outdoor use, Pro grade. Priced competitively at $23.00.",Sports & Outdoors,Yoga & Wellness,320,114,23,4.6
ESH-8JWVHPLH,Cresta Door Sensor,"Cresta Smart Home with 503GB storage, 16GB RAM, NFC support. Priced competitively at $239.99.",Electronics,Smart Home,322,113,239.99,4.2
SOTS-GG5GR0XA,TrailForge Team Sports Lite,"TrailForge Team Sports with Sweat?wicking, Indoor & outdoor use, Beginner friendly. Priced competitively at $138.95.",Sports & Outdoors,Team Sports,83,32,138.95,4.5
HKS&-S03VNA31,CasaPure Storage & Organization,"CasaPure Storage & Organization with Non?stick, Ergonomic handle, Includes user guide. Priced competitively at $41.95.",Home & Kitchen,Storage & Organization,329,15,41.95,3.6
F-B-T34DF163,UrbanCut Bottoms Classic,"UrbanCut Bottoms with Four?way stretch, Relaxed fit, Dry clean recommended. Priced competitively at $185.99.",Fashion - Men,Bottoms,157,52,185.99,3.9
HKC-D5OAIINM,BrightNest Cookware Essential,"BrightNest Cookware with BPA?free, Energy?efficient, Heat?resistant up to 230°C. Priced competitively at $314.99.",Home & Kitchen,Cookware,146,38,314.99,4.2
HKS&-8KCMM7DB,ChefMate Storage & Organization Set,"ChefMate Storage & Organization with Non?stick, Energy?efficient, Easy to clean. Priced competitively at $30.99.",Home & Kitchen,Storage & Organization,77,32,30.99,3.9
BPM-JRNJ6225,Velour Makeup Hydra,"Velour Makeup with Paraben?free, For dry skin, Hyaluronic acid. Priced competitively at $108.00.",Beauty & Personal Care,Makeup,500,29,108,4.4
